References,Family,Status,,ID Number,Name,Illustration,Gloss,English equivalent,Norwegian equivalent,CEFR level,Definition in Norwegian,Definition in English,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. func. of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type,Usage label,Anchor words,Common fillers,Comment,Dependency Structure,Dependency Structure of Illustration,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Polarity value,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,Olaf Mikkelsen,,1537,medaljen ha en bakside / medaljens bakside,Også når det gjelder makspris på fly har medaljen en bakside (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1538,så langt,Så langt har lite konkret skjedd (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1539,[NOEN] stå som sild i tønne,Man kan gå i kø opp fjelltoppene eller stå som sild i tønne i de mest pittoreske fiskeværene (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1540,[NOE/NOEN] være moden for [NOE],Tromsø kommune var ikke moden for å ta i bruk KI (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1541,[NOEN] sitte på sidelinjen,Jeg klarte ikke sitte på sidelinjen lenger. Landet mitt er i krig og jeg måtte være der (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1542,[NOEN] stryke med,Jeg trodde jeg skulle stryke med (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1543,[NOEN] fase inn/ut [NOE],Miljøvernmyndighetene arbeider for å fase ut eller redusere bruken av flere av disse stoffene (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1544,[NOEN] stramme opp [NOE/NOEN],Østerrike-Ungarns sabelrasling mot Serbia var ment å stramme opp hjemmefronten (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1545,X på tvers,Gikk Norge på tvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1546,på tvers av [NOE],Han arbeider for å legge til rette rette for kontakt på tvers av generasjoner (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1547,ut over X,Ut over dette er nye Scirocco rimelig bra utstyrt (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1548,[NOEN] kritisere [NOEN] for [NOE],Mange av seerne kritiserte Svabø for å prate for mye (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1549,[NOEN] støtte opp om [NOE/NOEN],Realiteten er at ISAF-styrkene støtter opp om det som i uavhengige rapporter vurderes som verdens mest korrupte regjering (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1550,i praksis,Han mener piratkopiering nå er så omfattende at den i praksis tar livet av markedet for PC-spill (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1551,[NOEN] stille seg bak [NOE/NOEN],"De som stiller seg bak et forslag, kan være under 18 år (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1552,[NOEN] samle seg rundt/om [NOE/NOEN],Alle samlet seg rundt stativet (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1553,ADJEKTIV fundert,Det var et informert standpunkt. Godt fundert og pålitelig (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1554,[NOEN] bryne seg på [NOE],Det er selve kjernen i det å være ungdom - å	bryne seg på alt dette som begrenser (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1555,[NOEN] melde inn [NOE],Saken ble meldt inn som en alvorlig hendelse nesten tre år senere (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1556,[NOEN] granske [NOEN] for [NOE],Statens helsetilsyn gransker sykehuset for systemsvikt (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1557,[NOEN] ilegge [NOEN] bot,Revisjonsselskapet ble ilagt en bot på 1 million kroner for overtredelse av arbeidsmiljølovens regler om bruk av overtid (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1558,[NOE/NOEN] ta SUBSTANTIV,ta plass/ta farvel/ta beslutning/ta avgjørelse/ta overhånd/ta kvelden/ta toget/ta fyr/ta affære,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1559,[NOEN] VERB ansvar for [NOE],Vi tror at mennesker som gis frihet er best i stand stand til å ta ansvar for seg selv (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1560,[NOEN] ta bilde av [NOE/NOEN],"Skulle ut i hagen å ta bilde av det jeg har på meg nå, men det blåser masse (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1561,[NOEN] ta stilling til [NOE],Vi føler at det er modig gjort av politikerne å ikke ta stilling til spilleautomater (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1562,[NOEN] ta utgangspunkt i [NOE],På dette nettstedet kan du prøve seks ulike spill som alle tar utgangspunkt i både ville og tamme dyr (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1563,[NOEN] ta tak (i [NOE]),Jeg savner at noen lokale ildsjeler tar tak i dette. Det er ikke for sent å stoppe flyttingen (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1564,[NOE/NOEN] ta livet av [NOE/NOEN],Han mener piratkopiering nå er så omfattende at den i praksis tar livet av markedet for PC-spill (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1565,[NOEN] ta initiativ til [NOE],Aktørene med ansvar for helsefaglig forskning i Norge har tatt initiativ til samhandling (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1566,[NOEN] ta høyde for [NOE],Jeg lurer på om kommunen tar høyde for å hjelpe disse som nå må legge ned driften sin (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1567,[NOEN] ta sjansen på [NOE/NOEN],Det spørs om noen i Norge noen gang tar sjansen på å bruke de pengene som må til for å komme videre (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1568,[NOEN] ta kontroll over [NOE/NOEN],Jeg prøver å ta kontroll over kaoset ved å begynne å nøste i alle ender samtidig (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1569,[NOEN] ta konsekvensen av [NOE],"Regjeringen må ta konsekvensen av denne utviklingen, og trekke de norske soldatene ut av landet nå (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1570,[NOEN] ta skade av [NOE],Hun frykter at barnet kan ta skade av å bli flyttet igjen etter så mange år (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1571,[NOEN] vanke (PREPOSISJON) [STED],Svensk ministers sønn vanket i nazi-kretser (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1572,o store X,Kiosken er hvit og ren når daglig leder spyler uteområdet med sin o store vannslange (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1573,Xs svar på Y,Otto er Norges svar på Forrest Gump (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1574,[NOEN] ta knekken på [NOE/NOEN],Lurer på hvem av vennene dine jeg skal få deg til å ta knekken på først,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1575,[NOEN] få [NOEN] til å VERB-INF,Lurer på hvem av vennene dine jeg skal få deg til å ta knekken på først,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1576,[NOEN] kutte ut [NOE],Kutt ut!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1577,[NOE] henge sammen med [NOE],"Matmengden bør stå i forhold til energiforbruket, som igjen henger sammen med kroppsstørrelse, alder, kjønn og fysisk aktivitet (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1578,[NOE] stå i en særstilling,Han viser til at stavkirkene står i en kulturhistorisk særstilling (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1579,[NOEN] vise til [NOE],Han viser til at stavkirkene står i en kulturhistorisk særstilling (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1580,X-ordet,"Da Lubna Jaffery inspiserte bygningen i mai, var hun nøye med å unngå s-ordet (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1581,[NOEN] ta X med Y,Dette tar jeg med lave skuldre (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1582,[NOEN] duppe av,Flasker med vann kan redde liv og forhindre at man dupper av i varmen (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1583,det gå i X,Det er ikke dét det går i her (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1584,den KOMPARATIV garde,"den yngre garde, den eldre garde, den mindre garde (NoWaC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1585,[MENGDE] fordel på [ANTALL],60.320 overnattingsdøgn fordelt på drøyt 9000 gjester (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1586,[NOE] høre ikke hjemme noe sted / høre ikke noe sted hjemme,Å bruke sivile kjøretøy og personer i en politijakt hører ikke noe sted hjemme (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1587,[NOEN] holde til [STED],Brummer holder til langs kysten av Afrika (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1588,[NOE] komme på plass,Brummer er positiv til at en avtale kommer på plass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1589,ADJEKTIV i fisken,Vekttrening er det beste for å stramme opp og eller holde seg stram i fisken (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1590,[NOE] ligge i bunnen,"Ein god anekdote kan krydre rundturen, men solid, fagleg basert historieformidling må ligge i botn (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1591,mer enn nok,Det er meir enn nok å ta av (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1592,"du, VP!","Du, det har gått kjempebra (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1593,[NOEN] høre riktig,"Ja, du hørte riktig (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1594,[NOEN] ta [NOE] innover seg,"Tre dager etter den voldsomme båtbrannen, har hun fortsatt en uvirkelig følelse. – Vi klarer ikke helt å ta det inn over oss (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1595,[NOEN] ankre opp [STED],"Vi kom over fra Strömstad på natta, og ankret opp der de andre båtene allerede lå (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1596,[NOEN] komme [NOEN] til unnsetning,To medpassasjerer kommer rullestolbrukeren til unnsetning (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1597,[NOEN] være spørrende til [NOE],"At de selv måtte be om en samtale med kriseteamene, er hun spørrende til (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1598,[NOEN] ha/få hånden på rattet,FrP vil ha hånda på rattet i de viktigste sakene (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1599,nok (SUBSTANTIV) til [NOEN],Det er nok sykdom til alle (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1600,[NOEN] gi [NOE/NOEN] det glatte lag,Jan Christian Vestre (Ap) gir Listhaugs helseplan det glatte lag (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1601,[NOEN] ha/få [NOE/NOEN] i vrangstrupen,Har du først fått noen i vrangstrupen så leser man alt de skriver med nettopp de brillene på (Kvinneguiden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1602,[NOEN] treffe (klokke)rent,Petter Frølich traff ikke helt klokkerent (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1603,[NOEN] skyte (langt) over mål,Sigrun Aasland (Ap) skyter langt over mål når hun kaller Frølichs hjertesukk for «skremmende autoritært» (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1604,det være tilløp til X,For 20 år siden var det tilløp til en debatt om å velge en annen tilknytningsform (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1605,[NOEN] se seg tjent med [NOE],"Institusjonene kan selv også komme til å be om mindre autonomi og mer styring, dersom de ser seg tjent med det (Khrono)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1606,[NOE] være forankret i [NOE],Hva skal i så fall «mangfold» være forankret i? (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1607,i den(ne) forstand,Det er i denne forstand at jeg mener at det er mulig å reise spørsmål ved hvorvidt vi har fått for mange «tullestudier» (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1608,[NOEN] reise spørsmål ved [NOE],Det er i denne forstand at jeg mener at det er mulig å reise spørsmål ved hvorvidt vi har fått for mange «tullestudier» (Khrono),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1609,[NOEN] strekke seg etter [NOE],For mange ser på det klassiske breddeuniversitetet som selve gullstandarden som de vil strekke seg etter (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1610,[TALL] [TID]s tid,"Jeg var ute og måkte tre ganger i går, så jeg holdt nok på i tre timers tid (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1611,[NOE] ta ([ANTALL]) [TID],Det tok flere år før Sara forsto hva hva hun ble utsatt for (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1612,[NOE] være ADJEKTIV gjort,fort/dårlig/godt/tøft/modig/flott/riktig/dumt/snilt gjort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1613,([NOE] være) ADJEKTIV av [NOEN],Litt flåsete av han selvsagt (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1614,på sikt,Privat sektor må tas i bruk i langt høyere grad dersom dette skal være bærekraftig på sikt (NoWaC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1615,VERB i skvis,komme/havne/sette/bli satt/være i skvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1616,det spørs (SPØRRESETNING/om LEDDSETNING),Det spørs hvor lang tid det tar / Det spørs om det skjer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1617,X-skvis,"gjeldsskvis, kredittskvis, marginskvis, millionskvis, renteskvis, pengeskvis, oljeskvis, bønneskvis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1618,[NOEN] blåse liv i [NOE],Trump blåste liv i en sovende kjempe (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1619,[NOEN] være inne i varmen,"Med Storbritannia inne i varmen igjen, kan Europa ha fått en ny sikkerhets­politisk hjørnestein (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1620,[NOE] falle på plass,Den siste brikken falt på plass midt på sommeren (NRK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1621,for det meste,"Nå fullførte vennskapsavtalen mellom Storbritannia og Tyskland, som for det meste handler om forsvar og sikkerhet, sirkelen (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Olaf Mikkelsen,,1622,[NOE] markere starten på [NOE],"For Storbritannia markerer dette starten på et viktig, nytt kapittel (NRK)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
